event_date,industry_code,event_type,event_name,real_CAR,real_dir,pred_dir,dir_correct,llm_raw_response
2020-04-03,801780,monetary_policy,央行宣布对中小银行定向降准1个百分点（分4月15日、5月15日两次实施），并将金融机构超额存款准备金,-0.013809,-,+,False,+
2020-04-03,801790,monetary_policy,央行宣布对中小银行定向降准1个百分点（分4月15日、5月15日两次实施），并将金融机构超额存款准备金,-0.011272,-,+,False,+
2020-04-03,801180,monetary_policy,央行宣布对中小银行定向降准1个百分点（分4月15日、5月15日两次实施），并将金融机构超额存款准备金,-0.004635,-,+,False,+
2020-04-15,801780,monetary_policy,央行开展中期借贷便利（MLF）操作，1年期中标利率下调20个基点至2.95%,-0.011559,-,+,False,+
2020-04-15,801790,monetary_policy,央行开展中期借贷便利（MLF）操作，1年期中标利率下调20个基点至2.95%,-0.004653,-,+,False,+
2020-04-15,801180,monetary_policy,央行开展中期借贷便利（MLF）操作，1年期中标利率下调20个基点至2.95%,-0.017715,-,+,False,+
2020-04-20,801780,monetary_policy,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(-10bp),0.007995,+,+,True,+
2020-04-20,801790,monetary_policy,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(-10bp),-0.022017,-,+,False,+
2020-04-20,801180,monetary_policy,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(-10bp),-0.007232,-,+,False,+
2020-04-20,801710,monetary_policy,LPR下调：1年期降至3.85%(-20bp)，5年期降至4.65%(-10bp),0.019768,+,+,True,+
2020-06-12,801790,capital_market_policy,证监会发布创业板改革并试点注册制相关制度规则（首发注册管理办法等，试行）,-0.006679,-,+,False,+
2020-06-12,801780,capital_market_policy,证监会发布创业板改革并试点注册制相关制度规则（首发注册管理办法等，试行）,-0.032675,-,+,False,+
2020-06-12,801750,capital_market_policy,证监会发布创业板改革并试点注册制相关制度规则（首发注册管理办法等，试行）,-0.0005,-,+,False,+
2020-08-04,801080,industry_policy,国务院印发《新时期促进集成电路产业和软件产业高质量发展的若干政策》（国发〔2020〕8号）,-0.036086,-,+,False,+
2020-08-04,801750,industry_policy,国务院印发《新时期促进集成电路产业和软件产业高质量发展的若干政策》（国发〔2020〕8号）,-0.026273,-,+,False,+
2020-08-04,801770,industry_policy,国务院印发《新时期促进集成电路产业和软件产业高质量发展的若干政策》（国发〔2020〕8号）,-0.023326,-,+,False,+
2020-08-17,801080,geopolitical,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家华为关联实体至出口管制实体清单,0.001334,+,-,False,-
2020-08-17,801880,geopolitical,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家华为关联实体至出口管制实体清单,-0.002362,-,-,True,-
2020-08-17,801110,geopolitical,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家华为关联实体至出口管制实体清单,-0.023078,-,-,True,-
2020-08-17,801890,geopolitical,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家华为关联实体至出口管制实体清单,0.009132,+,-,False,-
2020-08-17,801750,geopolitical,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家华为关联实体至出口管制实体清单,-0.005062,-,-,True,-
2020-08-17,801770,geopolitical,美国商务部BIS扩大对华为的外国直接产品规则(FDPR)，并新增38家华为关联实体至出口管制实体清单,-0.010742,-,-,True,-
2020-09-22,801730,industry_policy,双碳目标宣布：2030年碳达峰、2060年碳中和,0.009221,+,+,True,+
2020-09-22,801160,industry_policy,双碳目标宣布：2030年碳达峰、2060年碳中和,-0.02192,-,-,True,-
2020-09-22,801050,industry_policy,双碳目标宣布：2030年碳达峰、2060年碳中和,-0.044047,-,-,True,-
2020-09-22,801770,industry_policy,双碳目标宣布：2030年碳达峰、2060年碳中和,-0.026561,-,-,True,-
2020-11-05,801150,industry_policy,国家组织冠脉支架集中带量采购在天津开标并产生拟中选结果（首次高值医用耗材国家集采，10个品种中选）,-0.04837,-,-,True,-
2020-11-10,801760,industry_policy,市场监管总局发布《关于平台经济领域的反垄断指南（征求意见稿）》公开征求意见,-0.026394,-,-,True,-
2020-11-10,801750,industry_policy,市场监管总局发布《关于平台经济领域的反垄断指南（征求意见稿）》公开征求意见,-0.033221,-,-,True,-
2020-12-18,801080,geopolitical,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实体清单(合计77家),0.004487,+,-,False,-
2020-12-18,801880,geopolitical,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实体清单(合计77家),0.010864,+,-,False,-
2020-12-18,801110,geopolitical,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实体清单(合计77家),0.005345,+,-,False,-
2020-12-18,801890,geopolitical,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实体清单(合计77家),0.002826,+,-,False,-
2020-12-18,801750,geopolitical,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实体清单(合计77家),-0.056282,-,-,True,-
2020-12-18,801770,geopolitical,美国商务部BIS将中芯国际(SMIC)等逾60家中国实体列入出口管制实体清单(合计77家),-0.051321,-,-,True,-
2020-12-31,801790,capital_market_policy,沪深交易所发布退市制度改革相关业务规则（退市新规），当日施行,-0.040732,-,-,True,-
2020-12-31,801780,capital_market_policy,沪深交易所发布退市制度改革相关业务规则（退市新规），当日施行,-0.054139,-,-,True,-
2020-12-31,801750,capital_market_policy,沪深交易所发布退市制度改革相关业务规则（退市新规），当日施行,-0.059735,-,-,True,-
2021-02-07,801760,industry_policy,国务院反垄断委员会印发《关于平台经济领域的反垄断指南》正式稿,0.026054,+,-,False,-
2021-02-07,801750,industry_policy,国务院反垄断委员会印发《关于平台经济领域的反垄断指南》正式稿,0.048968,+,-,False,-
2021-04-10,801760,industry_policy,市场监管总局对阿里巴巴集团作出反垄断行政处罚决定（罚款182.28亿元，按2019年销售额4%计）,0.001891,+,-,False,-
2021-04-10,801750,industry_policy,市场监管总局对阿里巴巴集团作出反垄断行政处罚决定（罚款182.28亿元，按2019年销售额4%计）,0.025236,+,-,False,-
2021-06-23,801150,industry_policy,第五批国家组织药品集中带量采购在上海开标（251个品种、148家企业中选，平均降价约56%）,-0.00406,-,-,True,-
2021-07-09,801780,monetary_policy,央行宣布全面下调金融机构存款准备金率0.5个百分点（自7月15日起实施）,-0.014248,-,+,False,+
2021-07-09,801790,monetary_policy,央行宣布全面下调金融机构存款准备金率0.5个百分点（自7月15日起实施）,0.004619,+,+,True,+
2021-07-09,801180,monetary_policy,央行宣布全面下调金融机构存款准备金率0.5个百分点（自7月15日起实施）,-0.019353,-,+,False,+
2021-07-26,801760,industry_policy,教育双减政策：学科类培训机构不得上市融资,-0.01686,-,-,True,-
2021-09-02,801790,capital_market_policy,国家在服贸会致辞中宣布设立北京证券交易所,0.018625,+,+,True,+
2021-09-02,801780,capital_market_policy,国家在服贸会致辞中宣布设立北京证券交易所,0.0032,+,-,False,-
2021-09-02,801750,capital_market_policy,国家在服贸会致辞中宣布设立北京证券交易所,0.002422,+,+,True,+
2021-10-08,801760,industry_policy,市场监管总局对美团作出反垄断行政处罚决定（罚款34.42亿元，按2020年中国境内销售额3%计）,0.019664,+,-,False,-
2021-10-08,801750,industry_policy,市场监管总局对美团作出反垄断行政处罚决定（罚款34.42亿元，按2020年中国境内销售额3%计）,0.017407,+,-,False,-
2021-11-26,801150,industry_policy,国家组织胰岛素专项集中带量采购产生拟中选结果（42个产品、11家企业中选，平均降价约48%）,-0.01842,-,-,True,-
2021-12-03,801150,industry_policy,2021年国家医保药品目录谈判调整结果公布（新增74种药品，谈判新增药品平均降价约61.7%）,-0.025461,-,-,True,-
2021-12-06,801780,monetary_policy,央行全面降准0.5个百分点，释放长期资金约1.2万亿元,-0.022146,-,+,False,+
2021-12-06,801790,monetary_policy,央行全面降准0.5个百分点，释放长期资金约1.2万亿元,0.004962,+,+,True,+
2021-12-06,801180,monetary_policy,央行全面降准0.5个百分点，释放长期资金约1.2万亿元,-0.022505,-,+,False,+
2021-12-20,801780,monetary_policy,LPR下调：1年期降至3.80%(-5bp)，5年期维持4.65%不变,-0.006363,-,+,False,+
2021-12-20,801790,monetary_policy,LPR下调：1年期降至3.80%(-5bp)，5年期维持4.65%不变,-0.007883,-,+,False,+
2022-01-17,801780,monetary_policy,中国人民银行下调1年期MLF利率10个基点至2.85%、7天期逆回购利率10个基点至2.10%（含7,0.029316,+,+,True,+
2022-01-17,801790,monetary_policy,中国人民银行下调1年期MLF利率10个基点至2.85%、7天期逆回购利率10个基点至2.10%（含7,0.006263,+,+,True,+
2022-01-17,801180,monetary_policy,中国人民银行下调1年期MLF利率10个基点至2.85%、7天期逆回购利率10个基点至2.10%（含7,0.018132,+,+,True,+
2022-01-20,801780,monetary_policy,LPR双降：1年期降至3.70%(-10bp)，5年期降至4.60%(-5bp),0.029385,+,+,True,+
2022-01-20,801790,monetary_policy,LPR双降：1年期降至3.70%(-10bp)，5年期降至4.60%(-5bp),0.003165,+,+,True,+
2022-01-20,801180,monetary_policy,LPR双降：1年期降至3.70%(-10bp)，5年期降至4.60%(-5bp),-0.020592,-,+,False,+
2022-01-20,801710,monetary_policy,LPR双降：1年期降至3.70%(-10bp)，5年期降至4.60%(-5bp),-0.040695,-,+,False,+
2022-01-24,801780,monetary_policy,中国人民银行下调14天期逆回购利率10个基点,0.024658,+,+,True,+
2022-01-24,801790,monetary_policy,中国人民银行下调14天期逆回购利率10个基点,-0.001646,-,+,False,+
2022-01-24,801180,monetary_policy,中国人民银行下调14天期逆回购利率10个基点,0.004332,+,+,True,+
2022-04-15,801780,monetary_policy,央行降准0.25个百分点：释放长期资金约5300亿元,0.025073,+,+,True,+
2022-04-15,801790,monetary_policy,央行降准0.25个百分点：释放长期资金约5300亿元,0.004824,+,+,True,+
2022-04-15,801180,monetary_policy,央行降准0.25个百分点：释放长期资金约5300亿元,-0.011641,-,+,False,+
2022-04-25,801780,monetary_policy,中国人民银行下调金融机构外汇存款准备金率1个百分点（9%→8%），5月15日起生效,-0.032975,-,+,False,+
2022-04-25,801790,monetary_policy,中国人民银行下调金融机构外汇存款准备金率1个百分点（9%→8%），5月15日起生效,-0.045323,-,+,False,+
2022-04-25,801180,monetary_policy,中国人民银行下调金融机构外汇存款准备金率1个百分点（9%→8%），5月15日起生效,-0.038942,-,-,True,-
2022-05-20,801180,monetary_policy,LPR非对称下调：1年期维持3.70%，5年期大降至4.45%(-15bp),-0.046473,-,+,False,+
2022-05-20,801710,monetary_policy,LPR非对称下调：1年期维持3.70%，5年期大降至4.45%(-15bp),-0.003947,-,+,False,+
2022-08-15,801780,monetary_policy,中国人民银行下调1年期MLF利率10个基点至2.75%、7天期逆回购利率10个基点至2.0%（含40,-0.008638,-,+,False,+
2022-08-15,801790,monetary_policy,中国人民银行下调1年期MLF利率10个基点至2.75%、7天期逆回购利率10个基点至2.0%（含40,-0.006747,-,+,False,+
2022-08-15,801180,monetary_policy,中国人民银行下调1年期MLF利率10个基点至2.75%、7天期逆回购利率10个基点至2.0%（含40,0.039362,+,+,True,+
2022-08-22,801780,monetary_policy,LPR双降：1年期降至3.65%(-5bp)，5年期降至4.30%(-15bp),0.005133,+,+,True,+
2022-08-22,801790,monetary_policy,LPR双降：1年期降至3.65%(-5bp)，5年期降至4.30%(-15bp),0.017386,+,+,True,+
2022-08-22,801180,monetary_policy,LPR双降：1年期降至3.65%(-5bp)，5年期降至4.30%(-15bp),-0.013031,-,+,False,+
2022-08-22,801710,monetary_policy,LPR双降：1年期降至3.65%(-5bp)，5年期降至4.30%(-15bp),-0.02968,-,+,False,+
2022-09-05,801780,monetary_policy,中国人民银行下调金融机构外汇存款准备金率2个百分点（8%→6%），9月15日起生效,0.003115,+,+,True,+
2022-09-05,801790,monetary_policy,中国人民银行下调金融机构外汇存款准备金率2个百分点（8%→6%），9月15日起生效,0.005172,+,+,True,+
2022-09-05,801180,monetary_policy,中国人民银行下调金融机构外汇存款准备金率2个百分点（8%→6%），9月15日起生效,0.031812,+,-,False,-
2022-10-07,801080,geopolitical,美国商务部BIS发布对华先进计算芯片及半导体制造设备出口管制新规(EAR),0.032727,+,-,False,-
2022-10-07,801880,geopolitical,美国商务部BIS发布对华先进计算芯片及半导体制造设备出口管制新规(EAR),0.02913,+,-,False,-
2022-10-07,801110,geopolitical,美国商务部BIS发布对华先进计算芯片及半导体制造设备出口管制新规(EAR),-0.019249,-,-,True,-
2022-10-07,801890,geopolitical,美国商务部BIS发布对华先进计算芯片及半导体制造设备出口管制新规(EAR),0.074072,+,-,False,-
2022-10-07,801750,geopolitical,美国商务部BIS发布对华先进计算芯片及半导体制造设备出口管制新规(EAR),0.080184,+,-,False,-
2022-10-07,801770,geopolitical,美国商务部BIS发布对华先进计算芯片及半导体制造设备出口管制新规(EAR),0.051686,+,-,False,-
2022-10-07,801030,geopolitical,美国商务部BIS发布对华先进计算芯片及半导体制造设备出口管制新规(EAR),0.031977,+,-,False,-
2022-11-25,801780,monetary_policy,央行降准0.25个百分点：释放长期资金约5000亿元,0.003452,+,+,True,+
2022-11-25,801790,monetary_policy,央行降准0.25个百分点：释放长期资金约5000亿元,0.012493,+,+,True,+
2022-11-25,801180,monetary_policy,央行降准0.25个百分点：释放长期资金约5000亿元,0.052558,+,+,True,+
2022-11-25,801710,monetary_policy,央行降准0.25个百分点：释放长期资金约5000亿元,0.003928,+,+,True,+
2022-11-28,801180,industry_policy,房地产金融16条：支持房企合理融资需求,-0.000644,-,+,False,+
2022-11-28,801780,industry_policy,房地产金融16条：支持房企合理融资需求,-0.006354,-,+,False,+
2022-11-28,801710,industry_policy,房地产金融16条：支持房企合理融资需求,0.002945,+,+,True,+
2023-02-01,801790,capital_market_policy,证监会就全面实行股票发行注册制主要制度规则公开征求意见,-0.008788,-,+,False,+
2023-02-01,801780,capital_market_policy,证监会就全面实行股票发行注册制主要制度规则公开征求意见,-0.009393,-,+,False,+
2023-02-01,801750,capital_market_policy,证监会就全面实行股票发行注册制主要制度规则公开征求意见,0.059277,+,+,True,+
2023-02-17,801790,capital_market_policy,证监会发布全面实行股票发行注册制相关制度规则（主板注册制正式落地）,0.008809,+,+,True,+
2023-02-17,801780,capital_market_policy,证监会发布全面实行股票发行注册制相关制度规则（主板注册制正式落地）,0.012383,+,+,True,+
2023-02-17,801750,capital_market_policy,证监会发布全面实行股票发行注册制相关制度规则（主板注册制正式落地）,-0.011665,-,+,False,+
2023-03-17,801780,monetary_policy,央行降准0.25个百分点：释放长期资金约5000亿元,-0.023531,-,+,False,+
2023-03-17,801790,monetary_policy,央行降准0.25个百分点：释放长期资金约5000亿元,0.000899,+,+,True,+
2023-03-17,801180,monetary_policy,央行降准0.25个百分点：释放长期资金约5000亿元,-0.011634,-,+,False,+
2023-05-21,801080,geopolitical,中国网信办宣布美光公司(Micron)在华销售产品未通过网络安全审查,0.031436,+,-,False,-
2023-05-21,801750,geopolitical,中国网信办宣布美光公司(Micron)在华销售产品未通过网络安全审查,0.01449,+,-,False,-
2023-05-21,801770,geopolitical,中国网信办宣布美光公司(Micron)在华销售产品未通过网络安全审查,0.045626,+,-,False,-
2023-06-13,801780,monetary_policy,中国人民银行下调7天期逆回购利率10个基点至1.90%,-0.054936,-,+,False,+
2023-06-13,801790,monetary_policy,中国人民银行下调7天期逆回购利率10个基点至1.90%,-0.029759,-,+,False,+
2023-06-13,801180,monetary_policy,中国人民银行下调7天期逆回购利率10个基点至1.90%,-0.053735,-,+,False,+
2023-06-15,801780,monetary_policy,中国人民银行下调1年期MLF利率10个基点至2.65%（含2370亿元MLF操作）,-0.0257,-,+,False,+
2023-06-15,801790,monetary_policy,中国人民银行下调1年期MLF利率10个基点至2.65%（含2370亿元MLF操作）,-0.028583,-,+,False,+
2023-06-15,801180,monetary_policy,中国人民银行下调1年期MLF利率10个基点至2.65%（含2370亿元MLF操作）,-0.040061,-,+,False,+
2023-06-20,801780,monetary_policy,LPR双降：1年期降至3.55%(-10bp)，5年期降至4.20%(-10bp),0.006226,+,+,True,+
2023-06-20,801790,monetary_policy,LPR双降：1年期降至3.55%(-10bp)，5年期降至4.20%(-10bp),-0.009731,-,+,False,+
2023-06-20,801180,monetary_policy,LPR双降：1年期降至3.55%(-10bp)，5年期降至4.20%(-10bp),-0.000245,-,+,False,+
2023-06-20,801710,monetary_policy,LPR双降：1年期降至3.55%(-10bp)，5年期降至4.20%(-10bp),-0.01003,-,+,False,+
2023-06-21,801730,industry_policy,财政部、税务总局、工信部公告延续和优化新能源汽车车辆购置税减免政策（2024-2025年免征、202,0.038536,+,+,True,+
2023-06-21,801160,industry_policy,财政部、税务总局、工信部公告延续和优化新能源汽车车辆购置税减免政策（2024-2025年免征、202,0.047139,+,-,False,-
2023-06-21,801880,industry_policy,财政部、税务总局、工信部公告延续和优化新能源汽车车辆购置税减免政策（2024-2025年免征、202,0.032289,+,+,True,+
2023-06-21,801050,industry_policy,财政部、税务总局、工信部公告延续和优化新能源汽车车辆购置税减免政策（2024-2025年免征、202,0.011856,+,+,True,+
2023-07-03,801080,geopolitical,商务部、海关总署发布对镓、锗相关物项实施出口管制的公告（自8月1日起施行）,0.001228,+,-,False,-
2023-07-03,801880,geopolitical,商务部、海关总署发布对镓、锗相关物项实施出口管制的公告（自8月1日起施行）,0.018994,+,-,False,-
2023-07-03,801110,geopolitical,商务部、海关总署发布对镓、锗相关物项实施出口管制的公告（自8月1日起施行）,-0.02663,-,-,True,-
2023-07-03,801890,geopolitical,商务部、海关总署发布对镓、锗相关物项实施出口管制的公告（自8月1日起施行）,-0.015626,-,+,False,+
2023-07-03,801050,geopolitical,商务部、海关总署发布对镓、锗相关物项实施出口管制的公告（自8月1日起施行）,0.022423,+,+,True,+
2023-07-03,801030,geopolitical,商务部、海关总署发布对镓、锗相关物项实施出口管制的公告（自8月1日起施行）,0.004753,+,+,True,+
2023-07-21,801180,industry_policy,国务院常务会议审议通过《关于在超大特大城市积极稳步推进城中村改造的指导意见》,0.071235,+,+,True,+
2023-07-21,801710,industry_policy,国务院常务会议审议通过《关于在超大特大城市积极稳步推进城中村改造的指导意见》,0.024725,+,+,True,+
2023-07-21,801780,industry_policy,国务院常务会议审议通过《关于在超大特大城市积极稳步推进城中村改造的指导意见》,0.017932,+,-,False,-
2023-07-24,801790,capital_market_policy,政治局会议：活跃资本市场，提振投资者信心,0.072335,+,+,True,+
2023-07-24,801780,capital_market_policy,政治局会议：活跃资本市场，提振投资者信心,0.021393,+,+,True,+
2023-07-24,801750,capital_market_policy,政治局会议：活跃资本市场，提振投资者信心,-0.024142,-,+,False,+
2023-07-24,801760,capital_market_policy,政治局会议：活跃资本市场，提振投资者信心,-0.053839,-,+,False,+
2023-08-09,801080,geopolitical,美国总统签署第14105号行政令，建立对华半导体、量子信息、人工智能领域对外投资审查机制,-0.0315,-,-,True,-
2023-08-09,801750,geopolitical,美国总统签署第14105号行政令，建立对华半导体、量子信息、人工智能领域对外投资审查机制,-0.014792,-,-,True,-
2023-08-09,801770,geopolitical,美国总统签署第14105号行政令，建立对华半导体、量子信息、人工智能领域对外投资审查机制,-0.015996,-,-,True,-
2023-08-15,801780,monetary_policy,央行降息：MLF降15bp至2.50%、7天逆回购降10bp至1.80%,0.025323,+,+,True,+
2023-08-15,801790,monetary_policy,央行降息：MLF降15bp至2.50%、7天逆回购降10bp至1.80%,0.00605,+,+,True,+
2023-08-15,801180,monetary_policy,央行降息：MLF降15bp至2.50%、7天逆回购降10bp至1.80%,0.003881,+,+,True,+
2023-08-15,801710,monetary_policy,央行降息：MLF降15bp至2.50%、7天逆回购降10bp至1.80%,0.021268,+,+,True,+
2023-08-21,801780,monetary_policy,LPR非对称下调：1年期降至3.45%(-10bp)，5年期维持4.20%,0.019955,+,+,True,+
2023-08-21,801790,monetary_policy,LPR非对称下调：1年期降至3.45%(-10bp)，5年期维持4.20%,0.006448,+,+,True,+
2023-08-25,801180,industry_policy,住建部、央行、金融监管总局联合发文推动落实购买首套房贷款“认房不用认贷”政策措施,0.011579,+,+,True,+
2023-08-25,801710,industry_policy,住建部、央行、金融监管总局联合发文推动落实购买首套房贷款“认房不用认贷”政策措施,0.021813,+,+,True,+
2023-08-25,801780,industry_policy,住建部、央行、金融监管总局联合发文推动落实购买首套房贷款“认房不用认贷”政策措施,-0.013219,-,+,False,+
2023-08-27,801790,capital_market_policy,证监会：印花税减半、阶段性收紧IPO、规范减持,-0.024251,-,+,False,+
2023-08-27,801780,capital_market_policy,证监会：印花税减半、阶段性收紧IPO、规范减持,-0.021008,-,+,False,+
2023-09-01,801790,capital_market_policy,证监会及沪深交易所发布股票程序化交易报告制度相关规则,0.012669,+,-,False,-
2023-09-01,801780,capital_market_policy,证监会及沪深交易所发布股票程序化交易报告制度相关规则,0.012026,+,-,False,-
2023-09-01,801750,capital_market_policy,证监会及沪深交易所发布股票程序化交易报告制度相关规则,-0.010507,-,-,True,-
2023-09-15,801780,monetary_policy,央行降准0.25个百分点：释放长期资金约5000亿元,0.008722,+,+,True,+
2023-09-15,801790,monetary_policy,央行降准0.25个百分点：释放长期资金约5000亿元,0.013835,+,+,True,+
2023-09-15,801180,monetary_policy,央行降准0.25个百分点：释放长期资金约5000亿元,-0.003677,-,+,False,+
2023-10-07,801030,geopolitical,巴以冲突爆发：哈马斯袭击以色列引发中东局势骤紧,-0.000342,-,-,True,-
2023-10-07,801040,geopolitical,巴以冲突爆发：哈马斯袭击以色列引发中东局势骤紧,0.003863,+,-,False,-
2023-10-17,801080,geopolitical,美国商务部BIS更新并扩大对华先进计算芯片及半导体制造设备出口管制规则,-0.002796,-,-,True,-
2023-10-17,801880,geopolitical,美国商务部BIS更新并扩大对华先进计算芯片及半导体制造设备出口管制规则,-0.003749,-,-,True,-
2023-10-17,801110,geopolitical,美国商务部BIS更新并扩大对华先进计算芯片及半导体制造设备出口管制规则,0.007465,+,-,False,-
2023-10-17,801890,geopolitical,美国商务部BIS更新并扩大对华先进计算芯片及半导体制造设备出口管制规则,-0.014228,-,-,True,-
2023-10-17,801750,geopolitical,美国商务部BIS更新并扩大对华先进计算芯片及半导体制造设备出口管制规则,-0.032997,-,-,True,-
2023-10-17,801770,geopolitical,美国商务部BIS更新并扩大对华先进计算芯片及半导体制造设备出口管制规则,-0.045323,-,-,True,-
2023-10-17,801030,geopolitical,美国商务部BIS更新并扩大对华先进计算芯片及半导体制造设备出口管制规则,0.001745,+,-,False,-
2023-10-20,801080,geopolitical,中国商务部、海关总署发布2023年第39号公告，对石墨相关物项实施出口管制(12月1日起施行),-0.010182,-,-,True,-
2023-10-20,801880,geopolitical,中国商务部、海关总署发布2023年第39号公告，对石墨相关物项实施出口管制(12月1日起施行),0.024832,+,-,False,-
2023-10-20,801110,geopolitical,中国商务部、海关总署发布2023年第39号公告，对石墨相关物项实施出口管制(12月1日起施行),-0.002455,-,-,True,-
2023-10-20,801890,geopolitical,中国商务部、海关总署发布2023年第39号公告，对石墨相关物项实施出口管制(12月1日起施行),0.001649,+,-,False,-
2023-10-20,801050,geopolitical,中国商务部、海关总署发布2023年第39号公告，对石墨相关物项实施出口管制(12月1日起施行),0.012059,+,-,False,-
2023-10-20,801030,geopolitical,中国商务部、海关总署发布2023年第39号公告，对石墨相关物项实施出口管制(12月1日起施行),0.016592,+,-,False,-
2023-10-31,801780,industry_policy,中央金融工作会议：加快建设金融强国（五年一度重磅会议）,-0.005589,-,+,False,+
2023-10-31,801790,industry_policy,中央金融工作会议：加快建设金融强国（五年一度重磅会议）,0.022559,+,+,True,+
2023-10-31,801180,industry_policy,中央金融工作会议：加快建设金融强国（五年一度重磅会议）,0.004878,+,+,True,+
2024-01-24,801780,monetary_policy,央行降准0.5pp+支农支小再贷款利率降25bp,0.052112,+,+,True,+
2024-01-24,801790,monetary_policy,央行降准0.5pp+支农支小再贷款利率降25bp,0.029548,+,+,True,+
2024-01-24,801180,monetary_policy,央行降准0.5pp+支农支小再贷款利率降25bp,0.030768,+,+,True,+
2024-01-24,801710,monetary_policy,央行降准0.5pp+支农支小再贷款利率降25bp,0.007479,+,+,True,+
2024-02-05,801790,market_event,A股春节前急跌：沪指失守2700后V型反转,-0.012597,-,-,True,-
2024-02-05,801780,market_event,A股春节前急跌：沪指失守2700后V型反转,-0.034132,-,-,True,-
2024-02-05,801750,market_event,A股春节前急跌：沪指失守2700后V型反转,0.034151,+,-,False,-
2024-02-05,801080,market_event,A股春节前急跌：沪指失守2700后V型反转,0.039127,+,-,False,-
2024-02-07,801790,capital_market_policy,证监会主席换帅：吴清接任易会满,-0.00335,-,-,True,-
2024-02-07,801780,capital_market_policy,证监会主席换帅：吴清接任易会满,-0.010135,-,-,True,-
2024-02-20,801180,monetary_policy,LPR非对称下调：1年期维持3.45%，5年期大降至3.95%(-25bp),0.024702,+,+,True,+
2024-02-20,801710,monetary_policy,LPR非对称下调：1年期维持3.45%，5年期大降至3.95%(-25bp),0.01431,+,+,True,+
2024-02-20,801780,monetary_policy,LPR非对称下调：1年期维持3.45%，5年期大降至3.95%(-25bp),-0.010944,-,+,False,+
